inci_name,display_name,function,is_active,fa_trigger,comedogenic,fragrance,eu_allergen,alcohol_type,pregnancy_caution,product_count
orange oil,Orange Oil,Fragrance/masking agent,0,1,,0,0,,0,1
blots excess oil,Blots Excess Oil,Oil-absorbing / mattifying agent,0,1,,0,0,,0,0
cetosteryl alcohol,Cetosteryl Alcohol,Emulsifier / emollient / thickener,0,,,0,0,drying,0,1
saccharomyces lysate,Saccharomyces Lysate,Skin conditioning / antioxidant,1,1,,0,0,,0,1
lotus (nelumbo nucifera) oil,Lotus (Nelumbo nucifera) Oil,,0,1,,0,0,,0,6
green tea (camellia sinensis) oil,Green tea (Camellia sinensis) Oil,,0,1,,0,0,,0,6
olive (olea europaea) oil. film forming silicones,Olive (Olea europaea) Oil. FILM-FORMING SILICONES,,0,1,,0,0,,0,2
oil and other impurities,Oil And Other Impurities,,0,1,,0,0,,0,0
helianthus annus seed (sunflower) oil,Helianthus Annus Seed (Sunflower) Oil,,0,1,,0,0,,0,1
peg 100 stearate & glyceryl stearate,PEG 100 Stearate & Glyceryl Stearate,,0,1,,0,0,,0,1
cetearyl alcohol & cetearyl glucoside,Cetearyl Alcohol & Cetearyl Glucoside,,0,0,,0,0,fatty,0,1
nigella sativa seed (kalonji) oil,Nigella Sativa Seed (Kalonji) oil,,0,1,,0,0,,0,1
most commonly salicylic acid,Most Commonly Salicylic Acid,,0,,,0,0,,1,0
sesamum indicum(sesame)seed oil,Sesamum Indicum(Sesame)Seed Oil,,0,1,,0,0,,0,1
salicylic acid microbeads,Salicylic Acid Microbeads,,0,,,0,0,,1,1
citrus limon (lemon) oil,Citrus Limon (Lemon) Oil,,0,1,,0,0,,0,2
excess oil,excess oil,,0,1,,0,0,,0,1
glyceryl m,Glyceryl m,,0,1,,0,0,,0,1
helianthus annuus(sunflower) seed oil,Helianthus Annuus(Sunflower) Seed Oil,,0,1,,0,0,,0,2
‎pelargonium graveolens ( geranium) flower oil,‎Pelargonium Graveolens ( Geranium) Flower Oil,,0,1,,0,0,,0,1
‎mentha viridis (spearmint) leaf oil,‎Mentha viridis (Spearmint) Leaf Oil,,0,1,,0,0,,0,1
\u003c\ strong\u003e\u003cbr\u003eisopropyl alcohol,\u003c\/strong\u003e\u003cbr\u003eIsoPropyl Alcohol,,0,,,0,0,drying,0,1
mineral oil and silicones,Mineral Oil And Silicones,,0,1,,0,0,,0,0
oil controlled,Oil Controlled,,0,1,,0,0,,0,0
cetearyl olivate & sorbitan olivate,Cetearyl Olivate & Sorbitan Olivate,,0,1,,0,0,,0,1
angustifolia (lavender) flower oil,Angustifolia (Lavender) Flower Oil,,0,1,,0,0,,0,1
lactobacillus extracellular vesicles,Lactobacillus Extracellular Vesicles,,0,1,,0,0,,0,1
apricot oil,Apricot Oil,,0,1,,0,0,,0,1
gotu kola oil,Gotu Kola Oil,,0,1,,0,0,,0,1
lemongrass oil,Lemongrass Oil,,0,1,,0,0,,0,0
like citronella oil,Like Citronella Oil,,0,1,,0,0,,0,0
avena sativa oat oil (oat milk),Avena Sativa Oat Oil (Oat Milk),,0,1,,0,0,,0,1
> sodium olivate,> Sodium Olivate,,0,1,,0,0,,0,1
ethyl alcohol (95% v v),Ethyl Alcohol (95% V/V),,0,,,0,0,drying,0,1
fragrance(ifra approved),Fragrance(IFRA approved),,0,,,1,0,,0,2
salicylic acid complex,Salicylic Acid Complex,,0,,,0,0,,1,1
zea mays (corn) oil,Zea Mays (Corn) Oil,,0,1,,0,0,,0,1
neem oil,Neem Oil,,0,1,,0,0,,0,1
